Age,Grade,Gender,Race,SES_Quartile,ParentalEducation,SchoolType,Locale,TestScore_Math,TestScore_Reading,TestScore_Science,GPA,AttendanceRate,StudyHours,InternetAccess,Extracurricular,PartTimeJob,ParentSupport,Romantic,FreeTime,GoOut
14,9,Female,Asian,4,<HS,Public,Suburban,66.2874466013887,73.82662991056809,72.01559992352979,2.9509152309875697,0.8880725943920993,0.483282385386436,1,1,0,0,0,3,2
16,11,Male,White,2,<HS,Public,Suburban,69.62729655838575,68.56581152421397,68.38446371481811,2.926321602262331,0.8683146902519295,0.6477530540271087,1,0,1,0,0,2,2
14,9,Male,Hispanic,3,HS,Public,Suburban,72.93841251670612,66.50605643603379,54.629434387262194,2.578028560529417,0.8843842112933684,0.251880007220098,1,1,0,0,0,3,1
17,12,Female,Hispanic,1,<HS,Public,City,69.062929567501,81.53995418305861,73.13727114332504,2.705813153288982,0.9138387974594798,1.5567265207964875,1,0,0,0,0,4,1
18,12,Female,White,1,SomeCollege,Public,City,62.0005555629705,57.19613633884636,60.25982786714268,2.530107238690177,0.7991553483154715,1.0805042752519198,1,1,1,1,1,2,3
14,9,Male,White,4,Bachelors+,Public,Rural,78.33600321734284,81.015904186564,80.73714172751643,3.049767020863701,0.9262538504360568,0.7585140511928858,1,0,0,1,0,3,4
17,12,Male,Hispanic,4,SomeCollege,Public,City,82.47156660626096,81.7172853353492,77.14549224464413,3.042273721334216,0.912043263248789,0.9693247150235018,1,0,1,0,0,3,1
15,10,Female,White,1,Bachelors+,Public,City,79.05536085476747,81.73667476265034,77.77192922595434,3.217933943549092,0.9092375835969764,0.8906389390042528,1,1,1,1,0,2,4
17,12,Female,White,3,SomeCollege,Public,Town,72.12086478587929,79.7608703288408,80.7372095176222,3.113982922623883,0.9161845379255396,1.0243793409407334,1,1,0,0,0,2,2
17,12,Male,Hispanic,3,SomeCollege,Public,City,79.9282250718788,83.01049312685134,80.32784904606909,3.11553506823711,0.9149960030346724,1.6066620356048973,1,1,0,1,0,3,3
16,11,Female,Hispanic,3,SomeCollege,Public,City,81.63215692568878,70.6512918093472,75.88019968074906,2.987735283998769,0.9365687272894856,0.9812216214837504,0,0,0,0,0,2,1
17,12,Male,White,2,HS,Public,Town,85.04289922149393,85.05324469328826,80.13283354106512,3.068644459262067,0.9597039443779434,1.4003124980354111,0,1,1,1,0,2,2
17,12,Male,Hispanic,4,SomeCollege,Private,Suburban,73.97246946206181,77.25114337365083,70.32345095459193,2.9976746905742844,0.8817934606008033,0.7987436598201014,1,1,0,1,1,4,1
16,11,Male,White,3,SomeCollege,Private,Suburban,67.47238008067497,70.15689197692232,68.95237278477443,2.77564996849394,0.8643759846542713,0.8035850410151192,1,1,0,1,0,3,1
18,12,Female,Asian,2,HS,Public,Rural,60.27212170202228,66.60458761572539,64.37237669559151,2.431472739362796,0.8247663186849576,0.8575072704433417,1,0,0,0,0,2,3
16,11,Male,Hispanic,2,SomeCollege,Public,Town,72.87217686935166,67.93147703087695,84.18978966716935,2.838217772029972,0.9061971914016922,0.867305138701141,1,1,0,1,0,3,2
15,10,Male,White,1,<HS,Public,Rural,64.5600502442801,70.46698949230313,65.31723759179972,2.306794197392316,0.8423019349381203,0.3258361084582744,1,0,0,0,0,4,1
14,9,Male,White,2,SomeCollege,Public,Town,81.59169587356972,81.1958244807634,77.43627447053936,3.2218308319830884,0.9024135927983324,1.2300322098022642,0,1,0,0,0,4,2
14,9,Male,Hispanic,2,SomeCollege,Public,Suburban,57.50975949086624,70.00397467541029,71.25773909659043,2.5344640420404296,0.8801511327424448,0.7116879080519503,1,1,0,0,0,4,1
17,12,Male,Asian,3,SomeCollege,Public,Town,78.7207720444997,86.17968573922836,81.54251708548712,3.2330276132655524,0.9392919306365244,1.1340432633858513,1,1,1,1,0,3,2
15,10,Male,White,1,HS,Public,City,73.98200690417052,74.00187073469262,90.79878259259264,3.4533611694373123,0.8965164563752401,1.4785336662499091,0,1,0,0,0,3,2
17,12,Female,White,2,HS,Public,Town,67.66084743729665,68.19601951107991,69.3777913592421,2.1572430438156136,0.8730526325594844,0.3764041813634632,1,0,0,1,0,2,2
15,10,Female,Other,4,SomeCollege,Public,Suburban,85.10890308626281,78.32819255524059,97.95075679301615,3.056021673357904,1.0,1.400481989655611,1,1,0,0,0,2,1
16,11,Female,Hispanic,1,HS,Public,Suburban,69.24686617620418,85.37254939238811,75.95124634945644,3.075610841519177,0.8975995669852677,0.7724256989005291,0,0,0,0,0,2,3
14,9,Female,Asian,4,HS,Public,Suburban,98.6003085524109,94.64072327880685,99.37411688107552,3.941132415847602,1.0,1.8748604754857776,1,0,0,0,0,5,2
14,9,Female,White,4,SomeCollege,Public,City,61.7621307543716,63.23816185633479,74.30194769651239,2.5828736213261907,0.8471062873691728,0.9653011961776508,1,0,0,0,0,3,2
16,11,Male,White,2,SomeCollege,Public,Suburban,81.67035055773218,73.54029552829115,77.70540494516136,3.193646354704849,0.8973402713210281,1.3017139865879117,1,0,0,0,0,2,3
14,9,Female,Hispanic,4,SomeCollege,Public,City,82.45971068348119,90.04580140615829,85.33891652604032,3.529135984266292,0.9162759985012328,1.262136914714753,1,1,0,0,0,3,3
15,10,Male,Hispanic,1,<HS,Public,City,76.77501391190522,83.26886265818428,82.28608521749884,2.962991699439202,0.9366597139722233,1.3189719597257243,0,0,0,0,0,5,2
17,12,Female,White,4,Bachelors+,Public,Suburban,78.15672729479046,73.19427566968828,81.46697354548542,3.241968231670841,0.8930649337248169,1.2740431597671025,1,1,0,1,0,2,1
16,11,Male,Hispanic,4,Bachelors+,Private,Suburban,59.88152719059987,60.3192187870588,60.70825330468758,2.898590015017776,0.8293394990132056,0.908799387550303,1,1,0,0,0,4,1
15,10,Female,White,2,HS,Public,Suburban,66.4433193473745,66.12163820328446,65.89331131292981,2.5939404183292614,0.8845093649138849,0.5761643576643902,1,0,0,0,0,4,2
17,12,Female,Hispanic,2,SomeCollege,Public,Suburban,69.65483689765007,62.31042868709408,78.69885657648487,2.919267175330998,0.85982572105126,1.0979210002141364,0,1,0,0,0,2,2
18,12,Female,White,2,SomeCollege,Private,City,82.98949645149011,85.44057263754728,76.90517005211743,3.519363435689057,0.9769830651511708,1.302042542193643,1,0,0,0,0,4,1
18,12,Male,Hispanic,2,SomeCollege,Public,Town,80.09618077343085,88.40959731327966,84.01305836147812,3.677047472593871,0.954761782807606,1.1496240115253782,0,0,0,1,0,4,1
18,12,Male,Black,4,HS,Public,City,79.24782295554192,78.77994974241588,78.64324245846318,3.4713072973552483,0.932402452588065,0.3861619962450535,1,1,0,1,1,5,1
15,10,Male,Hispanic,1,<HS,Public,City,86.78165301410473,69.74630294353042,75.21534344865336,2.9827308170636555,0.886180549917617,1.0089140627709203,1,1,0,0,0,3,4
18,12,Male,Two-or-more,3,<HS,Public,City,69.10792766864327,64.99997495308106,76.5065577081614,2.8445618391699385,0.8522169928219483,0.566283869033621,1,1,0,0,0,2,4
15,10,Female,White,3,HS,Public,City,72.64827131300629,68.4160233836408,76.00504119670877,2.699802400501546,0.8972432750810405,0.3109500808919548,1,1,1,1,0,3,1
17,12,Male,Other,1,SomeCollege,Public,City,77.86015988891363,69.96256269462897,74.32584631603766,2.6927291133172093,0.8598079371220629,1.1370117105283395,1,1,1,0,1,4,2
16,11,Female,White,1,<HS,Public,Rural,71.88542789414815,62.17794618524957,74.45533485214028,2.7764143233287406,0.8961787049883237,0.2813264635243384,1,1,0,0,0,3,1
18,12,Female,Hispanic,1,SomeCollege,Public,Suburban,69.44368934993098,60.89156065973939,70.14678412997773,2.6154709376968746,0.8160499958227629,1.027848700468876,1,1,0,1,1,2,1
16,11,Male,Asian,1,HS,Public,Suburban,49.54816412220933,50.798727263749626,47.1111987294171,2.423511705266062,0.7630964246237465,0.5908476282402797,1,1,1,0,0,1,2
18,12,Female,Black,3,HS,Public,Suburban,73.7268154410286,68.62426156678566,82.77570708059272,2.9544333103969347,0.9297841724112468,1.4845485052031302,0,0,0,0,0,2,3
17,12,Female,White,4,Bachelors+,Public,City,67.5368229674545,65.22620963787645,79.25058730589322,2.594888393555265,0.8720458711536345,1.3567418715684032,1,1,0,1,0,4,2
15,10,Male,Black,2,<HS,Public,Suburban,79.28133352705346,90.68240882810976,81.67771670180821,3.6457990568998206,0.9466741480575668,1.080359733459307,1,0,0,1,0,2,2
16,11,Male,Asian,4,Bachelors+,Public,Rural,90.292359350564,98.290890532138,100.0,3.4979285139501872,1.0,1.7989792128727269,1,1,1,0,0,3,2
17,12,Male,White,1,HS,Public,City,74.94580539280658,69.71090903333942,50.45057776557552,2.506157736168257,0.8414356779690435,0.7258185311773291,1,1,0,1,0,1,3
14,9,Female,Hispanic,3,HS,Private,Town,71.19753255828245,68.77151346310555,74.86061530597313,2.478856871985965,0.9185215423440376,1.3100531355591312,1,0,1,1,0,2,1
18,12,Female,Hispanic,4,SomeCollege,Private,City,87.00658682743321,92.1585519368998,92.98774746941407,4.0,0.9926934180070548,1.5612508189518957,1,1,0,1,0,3,1
18,12,Male,White,3,Bachelors+,Public,City,77.36952592726442,73.622064911956,76.63150655232234,2.884065908915777,0.9032557622442928,1.034058712097264,1,0,1,0,0,5,3
16,11,Male,White,1,HS,Public,City,70.17179750002377,65.75723360040057,62.41772263513822,2.3500966385850166,0.8555383636258709,0.3466461691168719,0,1,0,1,0,4,3
17,12,Female,Black,4,SomeCollege,Public,Suburban,51.39573857223961,46.04922545100344,62.65691015595083,2.334998104315912,0.7979970353002215,0.8463576963211588,1,1,0,1,0,3,3
15,10,Female,Hispanic,1,<HS,Public,Suburban,65.60985973313213,70.02678855913732,62.31024043314575,2.771039039598032,0.8631605873492709,0.8345014281014658,0,1,0,0,0,5,1
17,12,Female,Black,2,<HS,Public,Suburban,87.07355007785034,76.52783943761413,78.61932394664849,3.093909573351861,0.9833974922415996,1.2868549720900826,0,1,1,0,0,4,3
14,9,Male,Hispanic,3,HS,Public,Rural,59.70103005936446,71.73829573471626,66.0629749726823,2.561998868039597,0.882203719158916,0.9719468103430008,1,1,0,0,0,2,2
15,10,Female,Asian,4,SomeCollege,Private,Suburban,63.46833831982261,64.38192755242314,64.73207858437893,2.1723509240109458,0.861872826645345,0.7256023438398022,1,0,0,0,0,3,1
18,12,Female,Hispanic,1,<HS,Public,Rural,98.37849626648928,97.3661137638294,88.64815738713843,3.5553548409080613,0.9997505520552956,1.7574443217231923,0,0,1,0,1,3,2
18,12,Female,White,2,HS,Public,Town,67.4534548483805,79.76684185830672,74.12531024051961,3.003050447273113,0.8976681491161317,1.2517311725025175,1,1,0,0,0,5,4
18,12,Female,Hispanic,3,HS,Public,Suburban,98.38480723570896,100.0,100.0,4.0,1.0,1.5350165607429906,1,1,0,0,1,2,2
16,11,Male,Black,1,<HS,Private,City,70.18814046963654,83.82118282763226,81.64238539120007,3.19632211818447,0.9101435257031448,0.8753452270295007,1,1,0,0,0,3,3
15,10,Female,Black,4,SomeCollege,Public,City,69.85675639556592,74.60469684003692,66.7081970659274,2.9563112981592297,0.8606228647611982,1.447358655007866,1,0,0,1,0,5,1
15,10,Female,Hispanic,3,SomeCollege,Public,Suburban,96.3703008033774,78.03170704427022,87.21770827767224,2.913018549685194,0.9908226593478848,0.9456246478661364,1,0,0,0,0,3,2
18,12,Male,White,2,HS,Public,Suburban,69.26213708800566,66.88621026653739,61.92515644308848,2.3830592053606328,0.8428857493971587,1.0422087585824265,1,1,1,0,0,3,3
14,9,Female,Black,1,HS,Public,City,74.2483805866994,76.1767489319363,74.29067787407635,3.0226374143503656,0.9124237571212208,1.1272681899384582,1,1,0,0,0,3,2
18,12,Male,White,1,SomeCollege,Public,City,78.10825671360779,91.16666436344876,85.34022603087433,2.984294076223083,0.9582284510665616,1.4526528095906002,0,0,0,1,1,4,2
15,10,Female,Hispanic,4,SomeCollege,Private,City,90.09658700407628,86.42118455253187,82.15602805963672,3.2561153679279875,0.9634673474748768,1.0693915827569531,1,1,0,0,0,2,1
17,12,Male,White,1,SomeCollege,Private,City,62.606257050991154,65.94635825490352,72.56191720711716,2.6395410506673422,0.8257079097656844,0.8218993742842556,1,0,0,0,0,3,3
18,12,Male,Asian,3,SomeCollege,Private,Suburban,70.97453241723267,66.99455174568831,69.3550157991617,2.8003087214833045,0.836285997936879,0.9449981827705798,0,1,0,1,1,4,2
14,9,Male,White,2,HS,Public,City,83.48459982381067,71.24049277769498,89.35967169870956,2.864123148644998,0.9274750310970544,0.9844844783971416,1,0,0,1,1,1,3
18,12,Male,Black,2,Bachelors+,Public,Rural,74.81880894198312,75.14140442514305,84.53033186319541,3.5559994787182747,0.936013966990956,0.7810845760294048,0,1,0,1,1,4,3
14,9,Male,Hispanic,4,Bachelors+,Public,Suburban,79.23244393630762,78.9219840156404,86.80407449375504,3.427990141214788,0.9529904960023008,1.0294502524960685,1,0,0,1,0,5,2
14,9,Female,White,4,SomeCollege,Private,Suburban,93.65067185236776,88.8691286826209,94.91920198122136,3.812201927366973,1.0,1.1004252535449743,1,1,0,0,0,4,3
14,9,Female,Hispanic,3,HS,Public,Suburban,75.15352325728263,77.00284004614713,67.28206485604139,2.9021959168238696,0.9011515659629672,1.0783004970610608,1,0,0,0,0,2,1
18,12,Male,Hispanic,2,SomeCollege,Public,City,49.66516519765504,55.13317039529596,50.7888105277898,2.127056613929045,0.7743011623881628,0.2101465287576598,0,1,1,0,0,2,1
14,9,Male,White,2,HS,Public,Suburban,78.55100733783524,82.27829802943602,67.70178727136347,2.601869356256226,0.8754255438764709,1.4743044982434603,1,1,0,0,0,3,2
17,12,Female,White,1,<HS,Public,Rural,60.5932721723616,62.05075944607252,62.76460567982677,2.42288217526158,0.8377718495647344,0.5217073338657352,1,1,0,0,1,3,4
15,10,Male,Two-or-more,2,SomeCollege,Public,Town,80.97781756025732,81.29232703649426,78.35821948874876,3.363413381708705,0.9290650507019254,0.7678934230614829,0,1,0,0,0,1,1
18,12,Female,White,3,SomeCollege,Public,Suburban,79.00125312721111,77.3773760779141,64.25190400851845,2.96148784554251,0.864375802826968,0.6053394543759596,1,1,0,1,1,3,2
16,11,Female,Hispanic,1,HS,Public,Suburban,65.28320432044718,48.69773874441402,48.47931450553362,2.472357258278423,0.8038163375170562,0.5533011713386359,1,0,0,0,0,3,1
17,12,Male,White,4,SomeCollege,Public,City,65.10963228864674,69.67938774668457,68.82444342966983,2.730356060074811,0.904503730797652,0.3075405965307793,1,0,1,1,0,3,2
14,9,Male,Black,2,<HS,Public,Rural,76.17671972828072,71.68540297577958,67.04146882406768,2.3696739781314142,0.8801169427912127,1.1437710239452143,1,1,0,0,0,4,1
18,12,Female,White,3,<HS,Private,Town,100.0,86.667295272915,84.59237383039734,3.5475134158963524,0.9954615416007936,1.217561470570528,1,1,0,1,0,2,3
15,10,Female,Black,1,HS,Public,Town,86.97952433609711,76.67602725693257,85.82382798639811,2.9601837763527064,0.9576724742127704,1.4215683786038742,1,0,0,0,1,2,5
17,12,Female,Hispanic,4,SomeCollege,Public,City,89.051237573297,83.94063644253559,98.91990468776066,3.300403483017038,0.9815892064268068,1.2795119470104597,1,0,0,0,0,3,3
17,12,Female,Hispanic,3,HS,Public,Suburban,65.37359255441153,65.67199460962946,63.14894937944473,2.37810140645973,0.8632823891553896,0.9299477850382702,1,0,0,0,0,4,1
17,12,Male,White,4,SomeCollege,Private,Town,82.88997078503098,85.81451135743714,84.76392180110443,3.0092428920291896,0.941008856956608,1.4199681430735982,1,1,1,1,0,4,3
15,10,Female,Hispanic,3,HS,Public,City,73.5456857710326,64.3765367302993,66.045463503861,3.0592266060818365,0.881599876029622,0.9010079740872736,1,0,0,0,0,3,3
17,12,Female,Black,3,SomeCollege,Public,Suburban,73.96983923861934,79.53821576017396,72.19388344251654,2.998775846210197,0.9182653259766108,1.4107470954312704,1,0,0,1,0,2,1
14,9,Female,White,4,Bachelors+,Public,City,70.85652483685763,72.38991969933116,63.1869087948396,2.440021357778765,0.8414617985063765,0.3937949640111881,1,1,0,0,0,2,5
18,12,Male,Hispanic,4,<HS,Public,City,91.6589029905664,81.76644405701767,96.97464131961476,3.5426224054104245,1.0,1.4447177140511145,1,0,1,0,1,2,5
15,10,Female,White,4,HS,Public,Suburban,82.92475142928504,68.49968000402082,72.14710432144855,2.6986355815839103,0.8673449071162025,1.2263092708718657,1,0,0,1,0,2,3
18,12,Male,White,4,SomeCollege,Public,City,73.36312483302642,74.81424328634135,74.83017967741189,3.1776413747800376,0.8690595863356423,0.6940621963447848,1,0,0,0,0,2,2
17,12,Female,White,3,SomeCollege,Public,Town,78.54767860123043,85.06077082367554,74.505419852983,2.9866589503591974,0.9029639205278924,1.4303401630550008,1,1,0,0,0,2,1
15,10,Female,Two-or-more,2,SomeCollege,Public,Town,84.85112004801957,92.36556777665072,90.01062789401828,4.0,0.98094681253088,1.3440704210106575,0,0,0,0,1,2,4
15,10,Female,White,3,SomeCollege,Public,Suburban,70.50043695449637,67.52992575275695,65.48994378573865,2.4205029309240174,0.8784479934668138,0.6433414373050678,1,1,0,1,0,3,3
14,9,Female,Hispanic,4,SomeCollege,Public,Rural,81.19519931206706,62.57052461691276,66.82922895919579,2.3507559309379915,0.8644901848478039,0.4075154208859606,1,0,0,0,1,3,3
15,10,Female,White,1,HS,Public,Suburban,83.76715998254345,78.42118764840923,85.70488298473842,3.0914144688694263,0.945711547821939,1.5896726465929152,0,1,0,0,0,4,3
16,11,Male,White,4,Bachelors+,Public,Suburban,94.38093969992676,100.0,94.78171316347368,4.0,0.988852420243554,0.980905430298576,1,1,0,0,0,3,2
14,9,Male,Black,3,<HS,Public,Rural,61.19952032640784,76.4838030356675,74.59131713518971,3.077539755212507,0.8943338426393598,0.8435524005273491,1,0,1,0,0,3,2
18,12,Female,Black,3,HS,Public,City,73.30011345627706,61.48248542345133,66.07732776178415,2.767569265547778,0.871849087275491,0.6577767569770464,1,1,1,0,1,3,1
16,11,Male,Hispanic,1,HS,Public,Suburban,72.04263044946,80.67263105298362,78.28211331304736,3.08562307579764,0.9145310036410668,0.997138773466378,0,1,0,1,1,4,2
17,12,Male,Black,3,Bachelors+,Public,Rural,80.31537794376561,77.24133924083223,77.44750729056908,3.381060768817713,0.933559061510466,1.0391102588298071,1,1,0,1,0,3,1
15,10,Female,White,4,Bachelors+,Public,Rural,53.721055306900006,63.0282529086879,56.66767990111334,2.6565144915081107,0.8480416717258038,1.035516217986291,1,1,0,1,0,4,1
16,11,Female,Black,2,HS,Private,Rural,57.89124026846204,72.91816688167404,69.16713497109856,2.692497520940456,0.8583923400971932,0.6627771440843494,0,0,0,0,0,5,2
14,9,Female,Hispanic,4,Bachelors+,Public,Rural,82.08978572846489,75.54097002171746,68.55287070903843,2.713813844718141,0.9051447871420903,1.6403054984973422,1,1,0,0,0,3,2
14,9,Female,White,1,<HS,Public,City,90.3576455359754,69.96316666616627,81.23368041348898,3.242253312622521,0.9154944698145134,1.366375990011347,1,1,0,0,0,1,1
17,12,Female,White,4,HS,Public,Town,73.63879046783997,77.30205402428521,83.50673061095708,3.1392235732082,0.9275377813925132,0.873845752451565,1,1,0,0,0,3,2
16,11,Male,Black,3,Bachelors+,Public,Suburban,73.62385904586398,76.47787941269657,73.08737676321813,2.9233470758460136,0.9116080573472978,1.1837697999173065,1,0,0,1,0,2,1
17,12,Male,Hispanic,1,Bachelors+,Public,Rural,52.270442283061,60.57030782462084,63.70580086453752,2.361130315014627,0.8047781810694888,0.3456652809517087,1,1,0,0,0,5,2
17,12,Male,Hispanic,1,Bachelors+,Public,Rural,89.35422014808745,86.42140825331477,75.80975460017459,2.9304593224088604,0.9584318922678656,1.2390124332464316,1,0,0,0,0,5,3
14,9,Female,White,1,HS,Public,City,68.21985089953631,77.65359815259382,67.10604250668092,3.057841725631945,0.8945937604123477,1.038894640193095,0,0,0,1,1,4,2
18,12,Male,White,1,SomeCollege,Public,Suburban,80.17757573084731,79.23146399590745,74.08412364728807,3.002422902189596,0.9082331857895488,1.1690707416896593,1,1,0,1,0,3,1
16,11,Female,White,1,SomeCollege,Public,Suburban,77.47994509137261,72.91448121952445,73.11875339943859,3.1486684885155407,0.893187165688159,1.3381369434071035,1,1,0,0,0,3,2
18,12,Male,White,4,Bachelors+,Public,Suburban,65.31852734478849,56.13645754727655,66.77007716367511,2.3610602996650285,0.8121818589616486,1.115888836729938,1,1,0,1,1,3,2
17,12,Male,White,3,Bachelors+,Public,Rural,72.54324225885156,78.71311979404383,77.21985396088968,3.000403482239375,0.9033712465542638,1.526232535492671,1,0,0,0,1,3,3
15,10,Female,White,4,HS,Public,Suburban,91.08387354817148,78.70056145878802,89.5454223101709,3.093576620725641,0.9541731494960184,0.8810813852478141,1,1,0,0,0,2,2
14,9,Female,Black,1,HS,Public,City,75.01719112424712,83.0793512268227,87.78457254734313,3.495038863228326,0.9300632225995386,0.8338247836715198,0,1,0,0,0,3,2
15,10,Female,White,3,SomeCollege,Public,City,82.23812484463382,74.2072308938064,80.85194436720104,2.9171408086749206,0.9039995504934476,1.0308664406960382,1,1,0,1,0,3,1
14,9,Female,Hispanic,3,Bachelors+,Public,Rural,76.41489732776374,68.75138221238757,79.66282999659042,3.2340954852430106,0.921106778661095,0.7540413580030214,1,1,0,0,0,4,2
18,12,Female,White,4,Bachelors+,Public,Suburban,73.96315891502178,70.85640562869311,72.38236519395733,2.438918478074413,0.8889544948713229,1.0067399308646885,1,1,1,1,0,3,2
17,12,Male,Black,2,SomeCollege,Private,Rural,79.69173746688732,86.06533715397582,78.857729909571,2.914832315428037,0.90202824076922,1.0098194541967442,1,0,0,1,0,3,3
18,12,Female,Hispanic,1,HS,Public,Town,66.77229429215109,62.2341096637032,71.31647197530273,2.361341327300722,0.8420912476398156,0.9230583850719244,1,1,0,0,0,4,2
14,9,Male,Hispanic,3,Bachelors+,Public,City,72.70375543229993,83.78605250155269,67.58031606313092,2.804425196258908,0.8960573682027214,1.309592910182117,1,1,0,0,0,3,3
17,12,Male,White,4,HS,Public,Rural,66.0136551470452,68.64004990183834,66.91896176396233,3.2204750005736504,0.8656478421750012,0.7086354050328703,1,1,0,1,0,5,2
18,12,Male,Hispanic,4,SomeCollege,Public,Rural,86.66404705793707,77.49032843272072,72.21351866807345,3.553821522038816,0.935945490333611,0.7307999707171,1,0,0,1,0,4,2
15,10,Male,White,1,SomeCollege,Public,Suburban,72.68305475235485,74.52650094306944,76.88950212958451,2.675912364597375,0.897347578311483,0.8013753687195779,0,0,0,0,1,4,2
15,10,Male,White,2,SomeCollege,Public,City,58.46684290428055,63.53922250638341,58.97028388150308,1.8398026273308228,0.8622995174152585,0.5913352595572821,1,1,0,0,0,4,2
17,12,Male,White,2,HS,Public,Suburban,67.40230391912755,68.65421566144408,76.5607977030766,3.0553099823194385,0.8878671937120297,0.3755105270877733,1,1,1,0,0,3,3
16,11,Female,White,3,HS,Public,Suburban,74.69395160318376,77.38199197026634,75.64240769973136,3.007488574444672,0.936949058032459,0.9780876229941118,1,1,0,0,0,2,1
18,12,Female,White,3,Bachelors+,Private,Suburban,86.277186499368,85.971083384666,87.43689602817568,3.1701786538495225,1.0,0.9048918211373476,1,1,0,1,0,1,2
15,10,Female,Asian,2,HS,Public,City,77.09468282165129,83.0738808067832,75.50651290742277,3.506133870645579,0.9104717405666568,1.2228270734057092,1,1,0,0,0,3,3
16,11,Male,White,4,SomeCollege,Private,City,74.43821412496058,75.67967730474776,72.57379821827594,2.862577977289255,0.914620416438447,0.6762042977083751,1,0,0,0,0,4,2
14,9,Male,White,2,Bachelors+,Public,Rural,78.1971085200531,78.23354622654693,76.58872781078875,3.2662072171366114,0.9223185334182418,1.1236421943573085,1,1,0,1,0,3,1
17,12,Female,Hispanic,3,HS,Private,City,80.64857229216278,78.3573765049466,82.65131308968476,3.315284833354675,0.9388933905122464,0.7440205497719288,1,1,1,1,0,5,2
18,12,Female,White,2,HS,Public,Rural,84.65003922355547,86.13383883247164,88.74636196862143,3.896382869109056,0.954477300398446,1.151882408327866,0,1,0,0,0,3,1
16,11,Female,Hispanic,2,SomeCollege,Public,City,80.11366572349397,76.47365841976219,84.25273499312004,3.596612146422033,0.9084266343144488,0.9451369387862568,1,1,1,0,0,3,3
17,12,Female,Hispanic,4,Bachelors+,Public,Town,90.84327250673076,90.3612262589034,83.94745721079106,3.1991160458860777,0.9691192592190908,1.440345093078697,1,0,0,0,0,4,2
18,12,Male,Asian,1,<HS,Public,City,84.6383464171848,78.09535083611837,78.79594332191581,2.9381843289492657,0.94926672160459,1.307329739055778,0,1,0,1,0,1,2
14,9,Male,Hispanic,3,<HS,Public,Suburban,90.10584078052804,88.48899021387649,78.43974108787026,3.564100638231281,0.9871406013379906,0.7323817060063358,1,0,1,0,0,3,3
17,12,Male,Black,3,SomeCollege,Private,City,73.91618726812484,64.91896678542483,63.853568271939096,2.724993970385393,0.865668623389673,1.4782144222866265,1,0,1,1,0,2,3
14,9,Male,Asian,1,HS,Public,Rural,76.2651461650484,75.19886196563432,70.41794188100955,3.688077928646911,0.9125273719406634,0.9803024837968632,1,0,0,0,0,2,3
17,12,Male,White,4,Bachelors+,Public,Rural,74.7218314168478,59.11837484583414,56.6151887621879,2.429212648346508,0.8476405556643856,1.475254251231675,1,1,1,0,0,2,3
17,12,Female,White,1,<HS,Public,Suburban,83.70682468153308,87.56950097789093,87.57937134705124,3.32608119566646,0.9571711643012588,1.245385419316905,1,0,0,1,0,2,3
18,12,Male,Hispanic,4,SomeCollege,Public,City,82.73212194499597,71.2470517451743,74.49153623698008,2.509969540538755,0.9189403102685396,0.5604393603385062,1,0,1,0,0,3,1
16,11,Female,White,2,HS,Public,City,84.74582151284395,75.30465786545636,78.04305153549414,2.936390752202937,0.9249679430821376,1.0855549161162714,1,1,0,0,0,5,1
15,10,Female,Black,1,HS,Public,City,81.0817927201543,88.18971640913085,72.31926763068395,3.0675348490768464,0.939164114682053,0.8573832954595928,1,0,0,0,1,4,3
18,12,Female,White,4,SomeCollege,Public,Rural,85.3246134401875,89.27337721913507,92.76986046084672,3.4333864283674176,0.942100835173466,1.615365242141673,1,0,0,0,0,4,2
14,9,Female,White,2,HS,Public,Suburban,80.69325621685071,81.76787022684574,95.48498864272784,3.359566520806573,0.9726594712659205,1.664158731137748,1,1,0,1,0,4,3
15,10,Male,White,2,SomeCollege,Private,Suburban,80.27290685125774,70.70021285432264,75.1772248174271,3.05569864564514,0.9137752241714304,0.7546433799858893,1,0,0,1,0,4,2
17,12,Male,White,1,<HS,Public,City,76.84215009230273,72.07828184545878,74.49118210954722,2.881319071557842,0.912578663055616,1.2634815950422276,1,1,0,0,0,4,2
16,11,Female,White,4,Bachelors+,Public,Suburban,88.21969866299409,87.0497039882828,84.8286836498879,3.422406832362196,0.9914368624462078,1.528337355604194,1,0,0,1,0,4,3
16,11,Female,Black,4,HS,Public,Suburban,76.51697393116925,74.04424237949222,76.52982685772501,2.860535507445204,0.9112237688958784,1.4569501534341447,1,1,1,1,1,2,2
16,11,Female,Two-or-more,2,SomeCollege,Private,Town,68.79996524374288,68.85423464599752,67.58165988331498,3.0258472221636,0.8801155243188166,0.603106955837273,1,1,0,1,0,3,3
15,10,Female,Asian,3,<HS,Public,Suburban,77.76081175576817,73.4760147198093,76.97463475292071,3.340556906230812,0.8882878870053279,0.947088101777332,1,0,1,1,0,4,2
15,10,Female,Black,1,SomeCollege,Public,Suburban,76.90693469491946,75.7686294076992,80.38799707217805,3.312246805337411,0.9052017944467762,0.8157814269193328,1,0,0,0,0,2,3
17,12,Male,White,4,SomeCollege,Public,Town,88.33800417972029,76.49080300605866,72.46164356827035,3.6233484029204193,0.8848848780753955,0.9965946309019608,1,0,0,1,0,5,3
